code,label,imgid
8809844997604,skincare,1
8720964891941,skincare,1
3383482307711,skincare,1
4015000914550,skincare,2
7509552889550,haircare,1
3474630620025,haircare,1
3600542310512,haircare,1
5060022303393,skincare,1
0779242009934,skincare,1
3760016580718,skincare,1
8697420530877,makeup,1
4066447770704,skincare,2
8059016854406,skincare,1
3760114994493,skincare,1
8720181413377,haircare,2
0012044038925,skincare,2
3468080411296,skincare,5
5057566826907,makeup,1
5060655080043,skincare,2
5056179306509,skincare,1
0030772053805,skincare,1
3574661662411,skincare,1
8711252256061,skincare,1
0067545072268,skincare,1
0065338054767,haircare,1
0628467002766,haircare,1
0609332820043,makeup,2
0060815030524,skincare,1
0628917544150,skincare,1
0062428007870,haircare,1
0067545074385,skincare,2
0066000020578,haircare,1
0609332828469,makeup,2
0609332838109,makeup,4
4088600192079,skincare,3
0033200187707,skincare,2
3331300062656,haircare,6
6793644170720,skincare,1
5065010897649,skincare,1
5060725476752,skincare,1
8904320722814,makeup,2
5025416030675,skincare,1
3614810004034,skincare,1
4008233166346,skincare,1
4058172319976,skincare,1
5054563109668,skincare,1
8001090899873,haircare,1
3574661499666,skincare,2
5028197313982,skincare,1
3549620006124,skincare,1
3245678674932,skincare,1
3245678674871,skincare,1
8720674353920,skincare,1
42438724,skincare,1
2173330479902,skincare,1
3858892694367,haircare,1
8719134039566,skincare,1
8006540154151,haircare,1
3401378104692,skincare,1
0008100100392,makeup,1
0053076202649,haircare,2
3537090020016,skincare,1
0088551167847,skincare,1
3600524150587,makeup,5
3182611239110,skincare,1
42431916,haircare,1
8054615472631,haircare,1
3616303443955,skincare,1
3253581754481,skincare,1
4260491222220,skincare,1
8720181347160,skincare,2
8850002026483,skincare,1
3838824208985,haircare,1
6942349728204,skincare,1
5012583203285,skincare,1
3574661680651,skincare,6
6922655786327,skincare,1
4904015314298,skincare,1
6111263793784,skincare,2
5901761971903,makeup,1
5601331001022,skincare,3
8804815514712,haircare,1
7065106000050,skincare,1
4059729518613,makeup,3
3574661711058,skincare,5
3600542624343,haircare,1
0035000450692,skincare,1
0810095592614,skincare,4
3760368740464,skincare,1
8859588111781,makeup,1
5903351780612,skincare,2
8480012038666,haircare,2
8001841054940,haircare,1
3517360022803,skincare,1
3256228666741,skincare,1
8720604319866,skincare,1
5000174463217,haircare,5
5011321362406,haircare,2
0677047130641,haircare,1
0808124111639,skincare,1
93565462,skincare,1
8901030700743,haircare,1
8858696820165,skincare,1
8002849914175,skincare,1
3182611402002,skincare,1
7798121271777,skincare,3
8712561877664,skincare,1
3600551125282,skincare,1
8718951432536,haircare,2
8718951684843,skincare,1
4066447750652,skincare,2
4335619008397,haircare,5
3574661701028,skincare,2
5060188000808,skincare,1
23296046,skincare,1
8682536069403,makeup,1
4006000060682,skincare,1
7630028634500,skincare,1
3701129804773,haircare,1
8904352002250,skincare,1
0810071910616,makeup,1
6111103022425,haircare,1
3760016581159,skincare,2
8912435465144,skincare,1
5025416000357,skincare,1
8809784601340,skincare,1
8001090369109,skincare,1
8001090662200,haircare,3
5060194391129,skincare,1
8906068922136,skincare,1
0708002301667,skincare,1
3517360025750,skincare,1
4068134024862,skincare,1
8470003808996,skincare,1
5045098116597,makeup,1
6417128150076,haircare,1
4005808181377,skincare,2
9005800299082,skincare,1
0786648012017,skincare,1
3666065918604,skincare,1
8901399000591,skincare,1
0636874220833,skincare,1
8809738316146,skincare,2
0636874220826,skincare,1
0096619057511,skincare,1
4066447671889,skincare,1
4061461437640,skincare,1
8941196246525,skincare,3
20827397,skincare,1
4059729394521,makeup,1
0639277279583,makeup,1
0810071910692,makeup,1
0639277946355,makeup,1
0081555566128,makeup,1
3574661799049,skincare,1
6222019612218,haircare,1
8904035421583,haircare,3
8964000515266,skincare,1
0878639002425,skincare,1
0187132005827,skincare,1
8700216528863,haircare,1
8015700165913,haircare,1
8718951564343,skincare,1
4059729421937,makeup,4
0512900017083,skincare,1
5701017418615,skincare,1
6001087378888,haircare,1
8411047107058,skincare,1
8710908842528,skincare,4
2000000152287,skincare,1
0606786030325,haircare,1
8001841182674,skincare,1
8697420536633,skincare,1
0850861005108,skincare,1
5907377528067,skincare,1
5901887016601,haircare,1
0676280018402,skincare,4
8002410044782,skincare,1
5065018225079,skincare,1
8720181336041,haircare,1
8707560908747,haircare,1
3610340671005,haircare,3
8964001374268,skincare,1
3600551132525,skincare,1
3838980606069,haircare,1
8901531700389,skincare,1
8901030871030,skincare,1
8710902058000,skincare,1
3253581735497,skincare,1
0041167722374,skincare,1
8006540948200,skincare,1
4066447716641,skincare,2
8901088047043,haircare,2
5059018402660,skincare,2
4056489564300,haircare,1
8697432096187,haircare,4
0829576020058,skincare,3
3600523193462,haircare,2
0603084560691,haircare,4
8001120596864,haircare,3
5056050208267,skincare,2
8717496448248,haircare,1
8700216208598,haircare,1
3600524203450,skincare,1
5900717311077,skincare,1
3600542524230,skincare,1
7501054549857,skincare,6
9348918009410,skincare,1
3474630621206,haircare,1
7611480007798,skincare,1
8718951563391,skincare,1
3474637103569,haircare,1
8906005274342,skincare,1
8006540818824,skincare,1
3282770149685,skincare,2
7707305543203,skincare,2
8904256020572,skincare,1
0834639001004,skincare,1
0012044045381,skincare,1
0650240035166,haircare,1
3600551152967,skincare,1
3960640000167,skincare,1
4005808855926,skincare,1
0863765000087,haircare,1
9335955004805,skincare,1
3616303321963,skincare,1
4061464932661,skincare,1
4061464932647,skincare,1
8901030873218,skincare,1
0974140028395,skincare,1
8901277011497,skincare,1
7649992533436,skincare,1
5601009971923,skincare,5
2000000152355,skincare,1
2000000152356,skincare,1
2000000152357,skincare,1
7310610029050,haircare,1
8901138821234,skincare,1
8719324667999,skincare,1
0840044704836,skincare,2
0057800201489,skincare,1
0077043236260,skincare,1
0080878195657,haircare,1
4066447776515,skincare,6
4605922033325,skincare,1
0858380045124,haircare,1
4908474775881,skincare,1
8718951439580,skincare,3
4005808134427,haircare,4
0080878199853,haircare,1
5410091724009,skincare,2
4005808315697,skincare,1
7898961681177,skincare,1
7891033491391,skincare,1
4064666594040,haircare,1
4311501066409,skincare,7
7896013402534,skincare,1
0030772062890,haircare,4
5410306882746,skincare,1
4650067527819,skincare,1
5050136751685,skincare,1
5200410664808,skincare,1
8600060111870,skincare,1
2000000152396,skincare,1
3600541938939,haircare,1
2000000152404,skincare,1
2000000152405,skincare,1
0850018802260,haircare,1
0896364002947,haircare,1
3091230036003,skincare,1
4049775587114,makeup,1
0667559098652,skincare,1
80948919,skincare,2
4051424600068,skincare,1
8718951419902,skincare,1
3614819997115,skincare,1
6192400500250,skincare,1
4067796079432,haircare,1
5293796944527,skincare,1
8904220502684,haircare,1
4066447468038,haircare,6
4059729222978,makeup,1
0033200001799,skincare,1
3600523814046,haircare,1
3600523799442,haircare,1
0843536106477,skincare,1
8906157030155,skincare,1
8017596071835,skincare,1
7702026178062,skincare,1
7311043009695,skincare,1
4066447468076,haircare,5
3666057332968,skincare,2
8901030907449,skincare,1
8901207027253,skincare,4
3504105036751,skincare,1
4823015942686,skincare,1
0077326470176,skincare,1
8904256000659,skincare,1
0080878195008,haircare,1
0052800482685,skincare,1
2200293438988,skincare,1
9310692031154,haircare,1
7750045135986,skincare,5
7792640000320,haircare,1
3378872234500,skincare,1
8901030996528,haircare,1
8720181436710,skincare,1
0606682729903,haircare,1
8901314765321,skincare,1
3616303458973,skincare,1
0099482529772,skincare,1
3700281702835,skincare,1
4066447786460,skincare,1
4005900921857,haircare,3
3337875852302,skincare,1
3600550975352,skincare,1
8715342036885,skincare,1
0615908431599,haircare,1
7026110028119,skincare,1
3574661577852,skincare,1
7709729122811,haircare,1
3660005586168,skincare,5
3282770146615,skincare,1
3600550975369,skincare,1
3661434003424,skincare,1
3401353738461,skincare,1
4005900036575,skincare,1
8006540944660,skincare,2
5719806324900,skincare,1
8710908436758,skincare,1
8718951554856,skincare,1
3600542512473,haircare,2
0745240336044,skincare,1
3600541595125,skincare,1
8009150104202,skincare,1
7322540907582,skincare,1
8809689376640,skincare,1
3337875895781,skincare,1
7313272135275,skincare,1
4743318144153,skincare,1
8690131104726,skincare,1
8710919103090,skincare,3
4015100429022,skincare,2
2006050132355,skincare,1
7313272150834,skincare,1
0694419061358,makeup,1
80775010,skincare,1
7310618429036,skincare,1
0852664004029,skincare,1
0854049002057,skincare,1
6132288000879,skincare,1
8807502375955,haircare,1
8681217236035,makeup,1
4005900644107,skincare,1
8719134161298,skincare,1
3253581550021,skincare,1
0708002400599,skincare,1
5397256457500,skincare,1
8809301767566,skincare,1
3600542520768,skincare,1
6111267180016,skincare,1
7332531117531,haircare,1
0760122785697,skincare,1
3661434008511,skincare,1
3600524122737,skincare,2
4066447577938,skincare,1
3612623851692,skincare,1
3600523723577,makeup,1
3760207117952,skincare,1
8700216266772,haircare,1
3701056802644,skincare,1
8809598454613,skincare,4
3499320012348,skincare,1
5430002928432,skincare,1
3600551103006,haircare,1
0077043608029,skincare,5
0663204460102,skincare,1
0302994111008,skincare,1
5038483498347,skincare,1
8003170094741,haircare,1
7974545929047,makeup,1
3564700206676,skincare,1
8901207052804,skincare,1
0079400263919,haircare,1
6903072443024,skincare,1
0312444374365,skincare,1
5201109002710,haircare,1
6132425800096,haircare,1
9690504021406,skincare,1
8901030970351,skincare,1
8901207049644,skincare,1
8700216307826,haircare,1
4068134024947,haircare,1
4056489602200,skincare,1
3253581763124,makeup,1
3250391458943,skincare,1
4262391990025,haircare,1
3250391432844,skincare,1
0011111051249,skincare,1
0030772149379,skincare,4
42429203,skincare,1
5054563157782,skincare,1
2392020022796,skincare,1
59096078,skincare,1
4066447705027,skincare,2
8718951552623,skincare,1
3770002306505,skincare,2
42182634,skincare,5
6130024168371,skincare,1
0628451857143,skincare,1
6001087364621,skincare,2
0305210158863,skincare,4
8009350303375,skincare,1
9005800280707,skincare,4
4066447105575,skincare,1
4066447383737,skincare,1
4005900897848,skincare,1
3606000560994,skincare,1
6414504642125,haircare,1
0792850649620,skincare,1
3600542520454,skincare,1
80593865018516,makeup,2
8908016593474,skincare,1
0681131169677,skincare,1
8719327023860,skincare,1
3600524071080,skincare,1
8001120704474,skincare,1
0022796971111,haircare,1
3701129804445,skincare,1
0564421514626,skincare,1
4806515161511,haircare,1
4902430333597,haircare,1
4017602900184,skincare,1
3574660415865,skincare,1
3760123183505,skincare,2
5310001266684,skincare,1
8031377036493,haircare,2
8001841811888,skincare,2
8424818169520,haircare,1
8470003165549,haircare,1
8008970060255,skincare,2
8006540765050,skincare,1
3337875586115,skincare,1
8470001748768,haircare,2
6192319101654,skincare,1
7480793488460,skincare,1
8718951484627,skincare,2
7313272153712,skincare,1
7313272135244,skincare,1
8720181297700,skincare,7
8720181297618,skincare,5
8720181418389,skincare,6
0827854006596,skincare,1
8015700169317,haircare,1
6262719701645,haircare,1
8718951566156,skincare,1
7350104248277,skincare,1
0605069200288,skincare,1
3600551150482,skincare,1
59095712,skincare,1
3616306343870,makeup,1
0858034603328,skincare,1
5201178024002,skincare,1
8700216208222,haircare,1
42429500,skincare,2
4335619058491,skincare,1
7703378003323,skincare,1
5057172307593,skincare,1
0303162046450,skincare,3
0011111115224,skincare,1
0676280027091,skincare,2
0819156021278,skincare,1
0850008525919,haircare,1
0037836021329,skincare,1
5031413915167,skincare,1
0060383157654,haircare,1
5030805003468,skincare,1
0030772173756,skincare,1
0011111015937,skincare,1
0036000504071,skincare,1
00644594,skincare,2
5060422297346,skincare,3
0808829124460,haircare,1
77275271,skincare,1
0030772073315,skincare,1
0646670548888,haircare,1
0810106611228,skincare,1
0764302905004,haircare,1
0850452007696,skincare,1
3256225133772,skincare,4
0812154033298,skincare,1
0886926185836,skincare,1
4006000102719,skincare,1
0899248002200,skincare,1
3256228557339,skincare,1
5353065593655,skincare,1
9346627007093,haircare,1
0079400998002,haircare,1
0764302224044,skincare,1
0010181150081,skincare,1
0381371196715,skincare,1
0764302224051,haircare,1
45823251,skincare,1
0658141197679,skincare,1
0071249689738,haircare,1
0817810012174,haircare,1
0860001118643,haircare,1
0840797176942,haircare,1
0854679008122,skincare,1
0303232171266,skincare,1
0626232115031,haircare,1
0850030360298,skincare,1
0860011519577,skincare,1
0079400478849,skincare,1
0681131176293,skincare,3
0358657325503,skincare,1
0810082870633,skincare,1
0850001131957,haircare,1
0381370036456,skincare,1
00978217,skincare,1
0857249001134,skincare,1
0371782002729,skincare,1
0381519188824,haircare,1
0061354555554,haircare,1
0381371187607,skincare,1
3245677725451,skincare,5
0194346056125,skincare,1
0381371164509,skincare,1
93575300,skincare,2
0764302290025,skincare,1
0850000494244,haircare,1
0671635726599,haircare,1
0638489001852,haircare,1
0800897233938,makeup,1
0030772018460,skincare,1
4072600221754,haircare,2
4005900694287,skincare,1
4823109700611,skincare,2
59099499,skincare,1
3282770202120,skincare,4
42449300,skincare,1
8718951484887,skincare,1
59082590,skincare,1
50297627,haircare,1
0198715773637,haircare,2
8720181419089,skincare,1
2000000152564,skincare,1
2000000152565,skincare,1
5054563205759,skincare,1
5054563206589,skincare,1
8718951508507,skincare,1
59005483,skincare,7
8480012006559,skincare,2
5704947005665,skincare,1
8719134155839,skincare,1
4006000011455,skincare,3
4005900804310,skincare,3
3256228914453,skincare,4
8718951691292,skincare,1
4005800268748,skincare,3
0047126122797,skincare,1
3559482301053,skincare,1
8720181183805,skincare,3
8718951653979,skincare,3
6133151010858,skincare,1
77942647,haircare,3
7640148840866,skincare,1
3700343900407,skincare,1
5053249278551,skincare,2
4305615625584,haircare,1
8720181192104,skincare,1
8719134193572,skincare,1
9339341037507,haircare,1
0072140003043,skincare,1
4005800119361,skincare,3
4006000014395,skincare,1
76898525,skincare,1
0197644685776,skincare,1
0658141207200,skincare,1
3574661464978,skincare,1
5065015325048,skincare,1
3337875917872,skincare,1
5035832023489,makeup,1
8719134120738,haircare,1
0609332820050,makeup,1
3282770149289,haircare,1
4005900911919,skincare,1
42449010,skincare,1
4005900998996,skincare,2
4005900458773,skincare,1
4005808130115,skincare,3
4008233088624,skincare,1
3600531640378,makeup,1
7702018866984,skincare,1
8809585101414,skincare,1
4305615838311,skincare,4
8003170094772,haircare,1
4005900693419,skincare,3
8002110012197,skincare,1
8904187004481,skincare,1
0073852027457,skincare,1
3600542613323,haircare,1
80902027,skincare,1
5060686200113,skincare,1
42397236,skincare,2
8720181501814,skincare,1
0381519188831,haircare,1
0057800000099,skincare,1
8700216233286,haircare,1
0672047001175,skincare,4
0381519189548,haircare,2
8001120595096,skincare,1
8054042630277,haircare,1
8718951480827,skincare,1
0014657813012,skincare,1
8054042630178,haircare,1
7771011250151,skincare,1
7775000000949,skincare,1
3662361002702,skincare,1
4061462341588,skincare,2
8032841635662,skincare,1
8901314009081,skincare,6
0817891025254,haircare,1
4550668265885,skincare,1
8710447321720,haircare,1
3760293232164,skincare,1
3595895323916,skincare,1
3600542628563,skincare,1
6920354838392,skincare,5
3450601040139,skincare,4
3564700638866,skincare,1
5017634293277,skincare,1
3094905565228,skincare,1
6111242912427,skincare,3
8692624155772,skincare,1
6111255615940,skincare,3
4011700879236,skincare,1
4006000049618,skincare,1
3264680037115,haircare,1
0381371024230,skincare,1
5060865240558,skincare,1
4059729245854,makeup,2
0764302021490,haircare,1
0649674099219,makeup,1
0850056671187,skincare,1
0079400462237,skincare,1
3256228890085,haircare,2
0381371196647,skincare,1
3574660682335,skincare,1
8991748001812,skincare,1
0087300700076,skincare,1
50052806,skincare,1
4809012902038,skincare,1
3600542370110,haircare,5
4066447467871,haircare,1
0022796974211,haircare,1
6281006423442,haircare,3
8414227050175,haircare,1
6192000718307,haircare,2
6281006534704,haircare,2
6281006602724,haircare,2
0817513019920,haircare,1
3282779008693,haircare,1
5765228836866,haircare,5
8710908178399,haircare,1
0654749361269,haircare,2
5410076514397,haircare,1
3474636954766,haircare,2
7595335000953,haircare,1
6001067089315,haircare,1
8901030945427,haircare,1
5011321361027,haircare,1
8901138002466,haircare,1
3600542543439,haircare,1
5410076230068,haircare,2
4045787426649,haircare,1
20208851,haircare,1
4008666211224,haircare,7
4064666003672,haircare,1
8719134027099,haircare,1
5011321594296,haircare,1
0896364002428,haircare,1
4008666218285,haircare,1
7643022213336,haircare,1
8690131105501,haircare,1
8710908181092,haircare,1
0735379430133,haircare,1
8710908177057,haircare,1
0708002200427,haircare,1
5016155119806,haircare,1
0090174088171,haircare,1
0022796170019,haircare,1
6291069208221,haircare,1
7506306237315,haircare,1
0820645006966,haircare,1
5028197978853,haircare,1
2224565690001,haircare,1
5025416030422,haircare,1
0799439301795,haircare,1
3282779392549,haircare,1
6222014510380,haircare,1
8429014014841,haircare,1
0689784884008,haircare,4
5765228838037,haircare,1
0810021202129,haircare,1
5060593000110,haircare,1
4045787725353,haircare,1
7702113034127,haircare,1
4088600255682,haircare,1
8901030899768,haircare,1
7791001000276,haircare,1
8901030984709,haircare,1
3222473374717,haircare,1
6001067011019,haircare,1
6281006534940,haircare,1
8904091128419,haircare,1
0099482459598,haircare,2
4056489176350,haircare,1
8710447246771,haircare,1
3770010568247,haircare,5
6291107860435,haircare,1
0078522000785,haircare,2
0096619519828,haircare,1
0827755012009,haircare,2
8004120903045,haircare,1
6192319100411,haircare,1
6281031260395,haircare,1
0022796631510,haircare,1
8033928505267,haircare,1
4894532997534,haircare,1
0843536101151,haircare,2
7500435185691,haircare,2
0071249395349,haircare,1
6916790262372,haircare,1
8901030929663,haircare,1
0810888025558,haircare,2
9346627000087,haircare,1
7332531063739,haircare,1
4008666210609,haircare,1
0190679005151,haircare,1
0008080089823,haircare,1
8850006481332,haircare,1
0022796640918,haircare,1
6221009001452,haircare,1
10522768,haircare,1
8698898454054,haircare,1
10448696,haircare,3
8420282047548,haircare,1
0080878192854,haircare,1
0606110417617,haircare,1
8901030702020,haircare,2
8850006936092,haircare,1
0079400202444,haircare,1
8906105613157,haircare,1
8596048006354,haircare,1
6001067089155,haircare,1
8994993012503,haircare,1
8908006722419,haircare,1
6001067011057,haircare,1
9556111981994,haircare,1
8684252692019,haircare,1
6928001834179,haircare,1
7310610022549,haircare,1
8961014261073,haircare,1
10583707,haircare,5
8904378106598,haircare,1
7791293050393,haircare,1
0080878195671,haircare,1
8901088038799,haircare,2
6924832228989,haircare,1
8908011235706,haircare,1
10583706,haircare,5
10583709,haircare,1
8851932355025,haircare,1
8001280013386,haircare,1
7310610022570,haircare,3
8906087775829,haircare,1
0022796913111,haircare,1
0000110128867,haircare,2
10426955,haircare,3
7804920006158,haircare,2
8906015000023,haircare,1
0022796916112,haircare,1
8901030928741,haircare,1
0000110184243,haircare,3
8901030929656,haircare,1
6281031260272,haircare,2
8902979053990,haircare,1
7443015851596,haircare,1
8901030928734,haircare,1
6294019000029,haircare,1
8904352004520,haircare,3
0080878195565,haircare,1
0854554006090,haircare,1
9327693009020,haircare,2
7314571151010,haircare,1
3600542234740,haircare,1
6294019000050,haircare,1
7310610019716,haircare,1
8710908694745,haircare,1
3600542234764,haircare,1
0012044047729,haircare,1
0052800673007,haircare,1
7310610022655,haircare,2
5012254060735,haircare,1
7332531080460,haircare,1
0041167618035,haircare,1
3574661531656,haircare,2
4017645031654,haircare,1
3574669907057,haircare,1
7340011490197,haircare,1
7310610022594,haircare,2
8058150422243,haircare,1
7311041084977,haircare,1
0381519188527,haircare,1
0630996253700,haircare,1
8698898454023,haircare,1
7500435019880,haircare,1
8714100184943,haircare,1
7702031293569,haircare,1
6912383648561,haircare,1
0080878194414,haircare,1
7332531075015,haircare,1
0052800676633,haircare,1
8436567044379,haircare,1
0214914610204,haircare,1
0080878180868,haircare,1
5012583209065,haircare,1
0742797773322,haircare,1
0065743321263,haircare,1
0071249651001,haircare,2
0012044045978,haircare,1
0764302271420,haircare,1
8901030655081,haircare,1
0603084565771,haircare,1
0810058743831,haircare,1
6281006424302,haircare,1
6281006424548,haircare,1
3600542234757,haircare,1
3600542020534,haircare,1
3600542131933,haircare,1
7046110073773,haircare,1
7072463002160,haircare,1
7310610015749,haircare,1
3600542020411,haircare,1
7322540360486,haircare,1
5701058006543,haircare,1
7310610022617,haircare,1
7332531068109,haircare,1
3600542234733,haircare,1
6951083600110,haircare,1
7090023086771,haircare,1
7702031293194,haircare,1
8001090896216,haircare,1
4015100860344,haircare,1
7702006208666,haircare,1
7702031293248,haircare,1
3596710525706,haircare,1
4710022102991,haircare,1
8906041744502,haircare,2
7509546667225,haircare,1
5601182013007,haircare,2
0850008525681,haircare,2
4064666301945,haircare,1
0840191600722,haircare,1
0343165985646,haircare,1
6111242926455,haircare,1
33333366,haircare,1
0072140021092,haircare,1
8692857014105,haircare,1
4084500943827,haircare,1
0079400323699,skincare,1
3574661699493,skincare,2
8719179142139,skincare,3
8851932478441,haircare,2
3600531589455,makeup,1
3600530559749,makeup,1
3600531589318,makeup,1
3600531589431,makeup,1
3661434004421,makeup,6
3600531129231,makeup,1
0041554496925,makeup,1
3600531589424,makeup,1
5028197869557,skincare,2
3700211141932,skincare,1
7315980219926,skincare,1
3574661016702,skincare,3
5704947002725,skincare,2
3574661029276,skincare,1
0041388000589,skincare,1
8809689370211,skincare,1
5028197748418,skincare,1
0859975002676,skincare,2
0792850648579,skincare,1
0667553797360,skincare,1
8606018355808,skincare,1
0011111030589,skincare,1
5203069073670,skincare,1
5285001270859,skincare,1
8801619048412,skincare,1
8594175100723,skincare,1
8806182587290,skincare,1
17427111,skincare,1
4227217777723,skincare,1
0626232181722,skincare,1
0064323385138,skincare,1
0888761000145,skincare,1
0898220003099,skincare,2
0083078421144,skincare,2
0083078001476,skincare,1
0792850014503,skincare,1
5060087361826,skincare,1
0041388221052,skincare,2
0898220003280,skincare,1
0305730795517,skincare,1
8809608309377,skincare,1
0889628131798,skincare,1
0859623003796,skincare,2
0859623000429,skincare,1
0815601028960,skincare,1
0305730705516,skincare,1
1017776666377,skincare,2
0079893982380,skincare,1
0041388220611,skincare,2
0857060006578,skincare,2
0858699001088,skincare,1
0792850907577,skincare,1
6957148425582,skincare,1
0077043104736,skincare,2
0019100127791,skincare,1
4800888223128,skincare,2
6291069700435,skincare,1
5012251013437,skincare,2
3141389959309,skincare,3
0381370023401,skincare,1
5060565106246,skincare,1
0071249339190,skincare,1
8906147701010,skincare,1
4809012902045,skincare,1
0028367840640,skincare,1
9341053008539,skincare,1
5059018044402,skincare,1
0381370035725,skincare,1
4800067642696,skincare,1
9315937063273,skincare,1
8719327312872,skincare,1
01133479,skincare,2
09753215,skincare,1
0722510026003,skincare,1
5060022308176,skincare,3
0019100109940,skincare,1
0761736170060,skincare,1
0022796180322,skincare,1
6111033006106,skincare,3
4058172936807,skincare,6
8718951477957,skincare,2
5704947001162,skincare,1
3660005907574,skincare,2
3600531324513,makeup,3
5025970004761,skincare,4
3182614080078,skincare,3
3574661563312,haircare,2
7350075693236,skincare,1
0067990008980,skincare,1
0817513015656,haircare,1
5765228836095,skincare,4
3517360003192,skincare,7
8904109450327,skincare,2
8718951128118,skincare,3
0034285696153,haircare,6
4066447078534,skincare,2
5410091719760,skincare,4
0681131002462,skincare,1
8429725600715,skincare,1
18571248,skincare,1
8901138821791,haircare,1
0802535118294,haircare,2
7897042005024,haircare,3
9005800243603,skincare,2
0850018802659,haircare,1
3517360022681,skincare,1
8699863459265,skincare,1
0764302290223,haircare,4
3560071298104,skincare,1
0810021201535,skincare,1
0074140021065,skincare,1
8052400934500,skincare,1
0019100269958,skincare,1
8717931605007,haircare,1
0037000424314,skincare,1
0850034311166,haircare,1
0748378004212,haircare,1
4084500807426,haircare,4
6948225078012,makeup,1
3610340651731,haircare,2
0850068005796,skincare,1
78627882,skincare,1
8429871991538,skincare,1
8683420170045,skincare,8
8904018302878,skincare,2
0810016296256,haircare,1
8906143704701,makeup,1
0574660085563,skincare,2
8993838082756,skincare,2
8904417306576,skincare,1
8906087770671,skincare,1
8999999034030,skincare,1
8999999001230,skincare,1
3574661430768,skincare,2
0018787761168,skincare,2
0840274005284,skincare,1
0079400152299,skincare,1
8710919103175,skincare,2
7908132258012,skincare,3
5060120167033,skincare,1
8681153190606,makeup,1
6281001342014,skincare,1
0667557965710,skincare,1
4058172623950,skincare,1
4016208854846,skincare,1
7340011470243,skincare,2
0312547306713,skincare,1
0898220003273,skincare,1
0617600011041,skincare,1
3574669909303,skincare,1
8904250610373,skincare,2
5025381000031,skincare,2
0724000593484,skincare,1
6176000113058,skincare,1
0895697002150,skincare,1
7501054500193,skincare,2
3600522203100,makeup,2
8850006325216,skincare,2
0011111638532,skincare,5
3600540587206,skincare,1
3600522862512,makeup,1
7340020112394,skincare,1
4061461658861,skincare,1
0849607069023,skincare,1
8710447474426,skincare,2
4003583190690,skincare,1
0020714324667,makeup,2
5063089066416,skincare,1
8710537042474,skincare,1
5025135116599,skincare,4
3574661624648,skincare,1
4056489834830,skincare,1
8850567010033,skincare,3
3600542034227,skincare,3
8851932399517,haircare,1
99941208,haircare,1
3760095255224,skincare,2
3800162530233,skincare,1
8001090595539,skincare,1
3014260240226,skincare,1
8691297102007,skincare,1
5028197252588,skincare,5
8901288011004,skincare,5
7350121253452,skincare,1
4305615940311,skincare,1
4640145087526,skincare,1
4630079562770,haircare,1
4823115503282,haircare,1
5903794192096,haircare,1
3760368740730,skincare,1
8033564688928,haircare,1
8720181284977,skincare,1
4056489409809,skincare,1
5709954034202,skincare,1
59099604,skincare,1
8719134150643,skincare,1
0038341105955,skincare,1
0381519183379,haircare,1
7700304143955,haircare,1
8720181397400,haircare,1
3760341007201,skincare,1
3282770396874,skincare,1
8903105033572,skincare,3
8850006492857,skincare,1
0718334334615,skincare,5
4987176280558,skincare,1
8901030904486,skincare,1
4005900294456,skincare,1
8720181490057,skincare,1
0626232179101,skincare,1
8697420539887,skincare,1
0023783714421,skincare,1
8720181292064,skincare,1
4006000158624,skincare,3
6130601012172,haircare,1
8008970005188,skincare,1
5060447949039,skincare,1
0813277019916,skincare,1
8025916111246,skincare,1
3700292880584,haircare,1
0667659321629,skincare,1
0795847161532,haircare,1
3600542624688,skincare,1
8052862440090,skincare,1
7643022209094,haircare,2
3616303990893,makeup,1
3770005798055,skincare,1
8720181068874,skincare,1
3256228974723,haircare,1
6111262400447,haircare,1
0815166025350,haircare,1
3701129806623,skincare,1
7775005006588,skincare,1
3574661700878,skincare,1
8850029023076,skincare,1
8695077072405,skincare,1
5017371148250,skincare,1
8719743401181,haircare,1
6118166223639,skincare,1
5054563195982,skincare,1
8009810007744,skincare,1
1468488405721,skincare,1
8009810010751,skincare,1
8906007670593,haircare,1
0990312067108,skincare,2
5201410220117,haircare,1
3600542453127,skincare,1
3178041365819,haircare,1
5054563104328,skincare,1
8999777017880,skincare,3
8032956791413,haircare,1
8718951668805,skincare,1
5901887010173,skincare,8
8700216449632,skincare,2
8410436366205,skincare,1
8710919150261,skincare,1
9314839014611,skincare,1
8428390075569,skincare,2
6922829049081,haircare,1
4806509662840,haircare,1
8906007200035,skincare,1
8911725073106,skincare,1
8908025697071,skincare,1
4067796157932,skincare,6
4066447763065,skincare,1
9421008708728,skincare,1
8901288012001,skincare,1
8000630735374,skincare,1
7702018913688,skincare,4
0728177010553,skincare,1
8906008235456,skincare,1
3701063817280,skincare,1
8719238054618,haircare,2
4056489889182,skincare,2
3600524143121,skincare,1
8904278584151,skincare,1
7509552849523,haircare,1
8800241501777,skincare,2
8699512007113,skincare,1
8710908317361,skincare,3
0810400037267,skincare,1
3522930004639,skincare,1
8718951567023,skincare,1
8901190206574,skincare,1
8901399031571,skincare,1
7010708112267,skincare,1
8904109498633,skincare,1
42237037,skincare,1
3596490004064,skincare,1
3760169128768,skincare,1
4066447806861,haircare,1
6191428601024,haircare,1
42417484,skincare,1
3564700726709,skincare,1
0651080161510,skincare,1
8901023018190,skincare,1
42438663,skincare,1
4059729518873,makeup,1
